Four_Weeks_Periods,Retailer_Trade_Areas,Category,Sub_Category,Brand_High,Sales,Base_Sales,Incr_Sales,Units,Base_Units,Incr_Units,Percent_ACV,Any_Promo_Spend,Any_Promo_Base_Spend,Any_Promo_Incr_Spend,Disp_without_Feat_Spend,Disp_without_Feat_Base_Spend,Disp_without_Feat_Incr_Spend,Feat_and_Disp_Spend,Feat_and_Disp_Base_Spend,Feat_and_Disp_Incr_Spend,Feat_without_Disp_Spend,Feat_without_Disp_Base_Spend,Feat_without_Disp_Incr_Spend,No_Promo_Spend,No_Promo_Base_Spend,No_Promo_Incr_Spend,Price_Decr_Spend,Price_Decr_Base_Spend,Price_Decr_Incr_Spend,Any_Disp_Spend,Any_Disp_Base_Spend,Any_Disp_Incr_Spend,Any_Feat_Spend,Any_Feat_Base_Spend,Any_Feat_Incr_Spend,Any_Price_Decr_Spend,Any_Price_Decr_Base_Spend,Any_Price_Decr_Incr_Spend,Any_Promo_Units,Any_Promo_Base_Units,Any_Promo_Incr_Units,Disp_without_Feat_Units,Disp_without_Feat_Base_Units,Disp_without_Feat_Incr_Units,Feat_and_Disp_Units,Feat_and_Disp_Base_Units,Feat_and_Disp_Incr_Units,Feat_without_Disp_Units,Feat_without_Disp_Base_Units,Feat_without_Disp_Incr_Units,No_Promo_Units,No_Promo_Base_Units,No_Promo_Incr_Units,Price_Decr_Units,Price_Decr_Base_Units,Price_Decr_Incr_Units,Any_Disp_Units,Any_Disp_Base_Units,Any_Disp_Incr_Units,Any_Feat_Units,Any_Feat_Base_Units,Any_Feat_Incr_Units,Any_Price_Decr_Units,Any_Price_Decr_Base_Units,Any_Price_Decr_Incr_Units
4 W/E 07/21/12,EAST CENSUS TA,SOUP,RAMEN,NISSIN,2288,2160,128,4044,3632,412,98,21,3,18,0,0,0,0,0,0,0,0,0,2267,2157,110,21,3,18,0,0,0,0,0,0,21,3,18,16,2,14,0,0,0,0,0,0,0,0,0,4028,3630,398,16,2,14,0,0,0,0,0,0,16,2,14
4 W/E 07/21/12,EAST CENSUS TA,SOUP,RTS SOUP,AMY'S,3244,3428,-184,1015,1011,4,94,180,74,106,0,0,0,0,0,0,0,0,0,3064,3353,-289,180,74,106,0,0,0,0,0,0,180,74,106,50,20,30,0,0,0,0,0,0,0,0,0,965,991,-26,50,20,30,0,0,0,0,0,0,50,20,30
4 W/E 07/21/12,EAST CENSUS TA,SOUP,RTS SOUP,BAXTERS,0,1,-1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,EAST CENSUS TA,SOUP,RTS SOUP,CAMPBELL'S,35040,37986,-2945,16268,17580,-1312,100,929,500,429,0,0,0,0,0,0,0,0,0,34111,37485,-3375,929,500,429,0,0,0,0,0,0,929,500,429,413,222,190,0,0,0,0,0,0,0,0,0,15855,17358,-1502,413,222,190,0,0,0,0,0,0,413,222,190
4 W/E 07/21/12,EAST CENSUS TA,SOUP,RTS SOUP,DOMINIQUE'S,0,1,-1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,EAST CENSUS TA,SOUP,RTS SOUP,EARTH'S BEST,304,308,-5,88,88,0,33,0,0,0,0,0,0,0,0,0,0,0,0,304,308,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,EAST CENSUS TA,SOUP,RTS SOUP,HEALTH VALLEY,1024,1042,-18,349,319,30,78,29,124,-95,0,0,0,0,0,0,0,0,0,995,917,78,29,124,-95,0,0,0,0,0,0,29,124,-95,16,37,-21,0,0,0,0,0,0,0,0,0,333,282,51,16,37,-21,0,0,0,0,0,0,16,37,-21
4 W/E 07/21/12,EAST CENSUS TA,SOUP,RTS SOUP,HEALTHY CHOICE,3360,3854,-494,1402,1579,-177,100,0,0,0,0,0,0,0,0,0,0,0,0,3360,3854,-494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402,1579,-177,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,EAST CENSUS TA,SOUP,RTS SOUP,IMAGINE,553,515,37,131,109,22,54,0,19,-19,0,0,0,0,0,0,0,0,0,553,496,57,0,19,-19,0,0,0,0,0,0,0,19,-19,0,6,-6,0,0,0,0,0,0,0,0,0,131,103,28,0,6,-6,0,0,0,0,0,0,0,6,-6
4 W/E 07/21/12,EAST CENSUS TA,SOUP,RTS SOUP,MUIR GLEN,1002,1007,-4,360,330,30,75,0,27,-27,0,0,0,0,0,0,0,0,0,1002,979,23,0,27,-27,0,0,0,0,0,0,0,27,-27,0,9,-9,0,0,0,0,0,0,0,0,0,360,320,40,0,9,-9,0,0,0,0,0,0,0,9,-9
4 W/E 07/21/12,EAST CENSUS TA,SOUP,RTS SOUP,PACIFIC,660,650,10,150,146,4,57,0,0,0,0,0,0,0,0,0,0,0,0,660,650,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,146,4,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,EAST CENSUS TA,SOUP,RTS SOUP,PRIVATE LABEL,8341,7158,1183,5148,4119,1029,100,3977,2912,1065,287,353,-66,0,0,0,0,0,0,4364,4247,118,3690,2559,1131,287,353,-66,0,0,0,3842,2758,1084,2624,1679,946,190,230,-40,0,0,0,0,0,0,2524,2441,83,2434,1449,986,190,230,-40,0,0,0,2536,1576,960
4 W/E 07/21/12,EAST CENSUS TA,SOUP,RTS SOUP,PROGRESSO,26009,24626,1383,12842,11661,1181,100,14651,12490,2161,2434,1745,690,0,0,0,0,0,0,11358,12136,-778,12217,10746,1471,2434,1745,690,0,0,0,13916,11689,2227,7476,5845,1631,1223,831,392,0,0,0,0,0,0,5366,5816,-450,6253,5014,1239,1223,831,392,0,0,0,7107,5443,1664
4 W/E 07/21/12,EAST CENSUS TA,SOUP,RTS SOUP,WOLFGANG PUCK,51,72,-21,15,21,-6,4,0,0,0,0,0,0,0,0,0,0,0,0,51,72,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,-6,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,WEST CENSUS TA,SOUP,CONDENSED SOUP,BAR HARBOR,424,468,-44,112,124,-12,20,13,2,10,0,0,0,0,0,0,0,0,0,411,465,-54,13,2,10,0,0,0,0,0,0,13,2,10,4,1,3,0,0,0,0,0,0,0,0,0,108,124,-16,4,1,3,0,0,0,0,0,0,4,1,3
4 W/E 07/21/12,WEST CENSUS TA,SOUP,CONDENSED SOUP,CAMPBELL'S,263635,256736,6899,174001,169503,4498,100,27995,25917,2078,286,365,-80,0,0,0,0,0,0,235641,230819,4821,27709,25551,2158,286,365,-80,0,0,0,27858,25838,2019,16804,13662,3142,382,461,-78,0,0,0,0,0,0,157197,155842,1355,16422,13201,3221,382,461,-78,0,0,0,16625,13559,3067
4 W/E 07/21/12,WEST CENSUS TA,SOUP,CONDENSED SOUP,DOMINIQUE'S,46,53,-7,14,16,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,46,53,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,-2,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,WEST CENSUS TA,SOUP,CONDENSED SOUP,PRIVATE LABEL,90755,80973,9782,91033,76751,14282,100,22924,13418,9506,122,148,-26,124,103,22,21870,12328,9542,67831,67554,277,808,839,-32,246,251,-4,21994,12431,9563,19812,11948,7864,27050,11953,15097,99,118,-19,179,94,85,25974,10940,15034,63983,64798,-816,799,800,-1,277,212,65,26152,11034,15118,24474,10671,13803
4 W/E 07/21/12,WEST CENSUS TA,SOUP,DRY SOUP,ALESSI,19,15,5,8,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,WEST CENSUS TA,SOUP,DRY SOUP,BEAR CREEK,9769,11419,-1650,2529,2969,-440,99,60,95,-36,0,0,0,0,0,0,0,0,0,9709,11324,-1614,60,95,-36,0,0,0,0,0,0,60,95,-36,15,23,-8,0,0,0,0,0,0,0,0,0,2514,2946,-433,15,23,-8,0,0,0,0,0,0,15,23,-8
4 W/E 07/21/12,WEST CENSUS TA,SOUP,DRY SOUP,BOB'S RED MILL,15,16,-1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,16,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,WEST CENSUS TA,SOUP,DRY SOUP,KNORR,7400,6847,554,3676,3398,278,96,188,47,141,0,0,0,0,0,0,0,0,0,7212,6800,412,188,47,141,0,0,0,0,0,0,188,47,141,94,22,72,0,0,0,0,0,0,0,0,0,3582,3376,206,94,22,72,0,0,0,0,0,0,94,22,72
4 W/E 07/21/12,WEST CENSUS TA,SOUP,DRY SOUP,LE GOUT,8,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,WEST CENSUS TA,SOUP,DRY SOUP,LIPTON,35788,29960,5828,25450,20829,4621,100,10806,6647,4159,0,0,0,0,0,0,10806,6647,4159,24982,23313,1669,0,0,0,0,0,0,10806,6647,4159,9107,5045,4062,8066,4566,3500,0,0,0,0,0,0,8066,4566,3500,17384,16263,1121,0,0,0,0,0,0,8066,4566,3500,6832,3418,3414
4 W/E 07/21/12,WEST CENSUS TA,SOUP,DRY SOUP,MRS WEISS,32,34,-2,16,17,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,32,34,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,-1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,WEST CENSUS TA,SOUP,DRY SOUP,MY FAVORITE GOURMET,307,333,-27,64,70,-6,15,0,0,0,0,0,0,0,0,0,0,0,0,307,333,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,70,-6,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,WEST CENSUS TA,SOUP,DRY SOUP,PRIVATE LABEL,8266,7914,352,9431,7471,1960,99,5378,5091,287,272,205,67,198,238,-40,2953,2955,-2,2888,2823,66,1955,1694,262,470,442,28,3151,3193,-42,5151,4831,320,6094,4177,1917,236,165,72,240,191,49,3547,2425,1123,3337,3294,43,2071,1397,674,476,355,120,3787,2616,1171,5900,3958,1941
4 W/E 07/21/12,WEST CENSUS TA,SOUP,DRY SOUP,SHORE LUNCH,1992,2336,-344,445,521,-76,67,17,3,14,0,0,0,0,0,0,0,0,0,1975,2333,-358,17,3,14,0,0,0,0,0,0,17,3,14,4,1,3,0,0,0,0,0,0,0,0,0,441,520,-79,4,1,3,0,0,0,0,0,0,4,1,3
4 W/E 07/21/12,WEST CENSUS TA,SOUP,DRY SOUP,TURTLE ISLAND JUST FOR JOY,34,32,2,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,WEST CENSUS TA,SOUP,DRY SOUP,TURTLE ISLAND JUST FOR JOY & TABASCO,40,27,13,7,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,40,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,WEST CENSUS TA,SOUP,DRY SOUP,WYLER'S,14234,14874,-640,8113,8386,-273,99,0,0,0,0,0,0,0,0,0,0,0,0,14234,14874,-640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8113,8386,-273,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,WEST CENSUS TA,SOUP,RAMEN,MARUCHAN,95110,82664,12445,213358,150692,62666,100,51906,41233,10673,2749,1983,766,320,212,107,18328,13378,4950,43204,41431,1773,30509,25660,4849,3069,2195,873,18648,13590,5058,50810,40410,10399,109982,50737,59245,749,463,286,1606,735,871,70043,31501,38541,103376,99956,3421,37584,18038,19546,2355,1198,1157,71648,32236,39413,109737,50553,59184
4 W/E 07/21/12,WEST CENSUS TA,SOUP,RAMEN,NISSIN,13041,13120,-79,21683,21573,110,100,42,11,31,0,0,0,0,0,0,0,0,0,12999,13109,-110,42,11,31,0,0,0,0,0,0,42,11,31,13,4,9,0,0,0,0,0,0,0,0,0,21670,21569,101,13,4,9,0,0,0,0,0,0,13,4,9
4 W/E 07/21/12,WEST CENSUS TA,SOUP,RTS SOUP,AMY'S,7092,7978,-887,1983,2260,-277,82,0,0,0,0,0,0,0,0,0,0,0,0,7092,7978,-887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,2260,-277,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,WEST CENSUS TA,SOUP,RTS SOUP,BAXTERS,16,20,-4,4,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,20,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,-1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,WEST CENSUS TA,SOUP,RTS SOUP,CAMPBELL'S,131977,144471,-12494,58847,64207,-5360,100,684,486,198,0,0,0,0,0,0,0,0,0,131292,143985,-12692,684,486,198,0,0,0,0,0,0,684,486,198,332,214,118,0,0,0,0,0,0,0,0,0,58515,63993,-5478,332,214,118,0,0,0,0,0,0,332,214,118
4 W/E 07/21/12,WEST CENSUS TA,SOUP,RTS SOUP,DOMINIQUE'S,3,5,-2,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,WEST CENSUS TA,SOUP,RTS SOUP,EARTH'S BEST,452,485,-32,128,137,-9,22,0,0,0,0,0,0,0,0,0,0,0,0,452,485,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,137,-9,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,WEST CENSUS TA,SOUP,RTS SOUP,HEALTH VALLEY,2635,2801,-166,789,837,-48,65,0,0,0,0,0,0,0,0,0,0,0,0,2635,2801,-166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,837,-48,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,WEST CENSUS TA,SOUP,RTS SOUP,HEALTHY CHOICE,12552,13896,-1344,5182,5696,-514,99,59,37,22,10,3,7,0,0,0,0,0,0,12493,13859,-1366,49,33,16,10,3,7,0,0,0,59,37,22,28,15,13,5,2,4,0,0,0,0,0,0,5154,5681,-527,23,14,9,5,2,4,0,0,0,28,15,13
4 W/E 07/21/12,WEST CENSUS TA,SOUP,RTS SOUP,IMAGINE,1259,1339,-80,255,276,-21,41,0,0,0,0,0,0,0,0,0,0,0,0,1259,1339,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,276,-21,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,WEST CENSUS TA,SOUP,RTS SOUP,MUIR GLEN,2882,3296,-414,985,1128,-143,71,0,0,0,0,0,0,0,0,0,0,0,0,2882,3296,-414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985,1128,-143,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,WEST CENSUS TA,SOUP,RTS SOUP,PACIFIC,1269,1291,-22,256,271,-15,41,0,0,0,0,0,0,0,0,0,0,0,0,1269,1291,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,271,-15,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,WEST CENSUS TA,SOUP,RTS SOUP,PRIVATE LABEL,32241,28796,3446,19423,15710,3713,100,18089,13396,4693,0,0,0,0,0,0,0,0,0,14152,15399,-1247,18089,13396,4693,0,0,0,0,0,0,18089,13396,4693,11726,7247,4479,0,0,0,0,0,0,0,0,0,7697,8463,-766,11726,7247,4479,0,0,0,0,0,0,11726,7247,4479
4 W/E 07/21/12,WEST CENSUS TA,SOUP,RTS SOUP,PROGRESSO,95951,87097,8855,47111,38622,8489,100,58605,46698,11907,8091,4663,3428,0,0,0,0,0,0,37346,40398,-3052,50514,42035,8479,8091,4663,3428,0,0,0,56684,45193,11492,30504,20732,9771,4413,2123,2290,0,0,0,0,0,0,16607,17890,-1282,26091,18610,7481,4413,2123,2290,0,0,0,29539,20009,9530
4 W/E 07/21/12,WEST CENSUS TA,SOUP,RTS SOUP,WOLFGANG PUCK,375,456,-81,116,142,-26,9,0,0,0,0,0,0,0,0,0,0,0,0,375,456,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,142,-26,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,WEST CENSUS TA,SOUP,SOUP IN OUT,NISSIN,19,20,-1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,CONDENSED SOUP,BAR HARBOR,111,107,4,28,28,0,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,CONDENSED SOUP,CAMPBELL'S,13947,14121,-174,9680,9865,-185,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,CONDENSED SOUP,DOMINIQUE'S,23,39,-16,7,12,-5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,CONDENSED SOUP,PRIVATE LABEL,2657,2886,-229,2439,2660,-221,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,DRY SOUP,BEAR CREEK,589,740,-151,157,196,-39,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,DRY SOUP,CUGINO'S,72,102,-31,17,24,-7,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,DRY SOUP,KNORR,516,547,-31,298,311,-13,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,DRY SOUP,LIPTON,1746,1783,-37,1272,1296,-24,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,DRY SOUP,MY FAVORITE GOURMET,5,3,2,1,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,DRY SOUP,PRIVATE LABEL,408,390,18,465,370,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,DRY SOUP,SHORE LUNCH,131,134,-3,33,33,0,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,DRY SOUP,WYLER'S,875,932,-57,520,547,-27,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,RAMEN,MARUCHAN,3082,3216,-134,7345,7795,-450,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,RAMEN,NISSIN,486,507,-21,813,847,-34,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,RTS SOUP,AMY'S,2200,2547,-347,773,880,-107,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,RTS SOUP,CAMPBELL'S,9057,9968,-911,4313,4711,-398,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,RTS SOUP,EARTH'S BEST,400,506,-106,109,138,-29,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,RTS SOUP,HEALTH VALLEY,486,522,-37,172,176,-4,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,RTS SOUP,HEALTHY CHOICE,1253,1357,-104,630,683,-53,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,RTS SOUP,IMAGINE,264,372,-108,62,85,-23,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,RTS SOUP,MUIR GLEN,307,363,-55,112,133,-21,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,RTS SOUP,PACIFIC,276,390,-113,70,99,-29,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,RTS SOUP,PRIVATE LABEL,2313,2372,-59,1364,1305,59,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,RTS SOUP,PROGRESSO,9910,10594,-684,5093,5293,-200,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 07/21/12,SOUTH CENSUS TA,SOUP,RTS SOUP,WOLFGANG PUCK,1085,1209,-123,468,515,-47,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,CONDENSED SOUP,BAR HARBOR,750,744,6,196,187,9,27,6,3,4,0,0,0,0,0,0,0,0,0,744,741,2,6,3,4,0,0,0,0,0,0,6,3,4,2,1,1,0,0,0,0,0,0,0,0,0,194,186,8,2,1,1,0,0,0,0,0,0,2,1,1
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,CONDENSED SOUP,CAMPBELL'S,391064,393123,-2059,258642,256772,1870,100,67718,69448,-1730,0,0,0,0,0,0,0,0,0,323346,323675,-329,67718,69448,-1730,0,0,0,0,0,0,67718,69448,-1730,44488,41426,3062,0,0,0,0,0,0,0,0,0,214154,215346,-1192,44488,41426,3062,0,0,0,0,0,0,44488,41426,3062
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,CONDENSED SOUP,DOMINIQUE'S,42,46,-4,13,15,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,42,46,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,-2,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,CONDENSED SOUP,PRIVATE LABEL,119698,119041,658,111633,109631,2002,100,14829,13665,1165,109,67,42,0,0,0,0,0,0,104869,105376,-507,14721,13598,1123,109,67,42,0,0,0,14721,13598,1123,14977,12399,2577,78,48,30,0,0,0,0,0,0,96656,97231,-575,14899,12351,2547,78,48,30,0,0,0,14899,12351,2547
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,ALESSI,23,24,-1,9,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23,24,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,BEAR CREEK,17134,18096,-962,4423,4684,-261,99,0,0,0,0,0,0,0,0,0,0,0,0,17134,18096,-962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4423,4684,-261,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,BOB'S RED MILL,31,35,-4,9,9,0,1,0,3,-3,0,0,0,0,0,0,0,0,0,31,32,-1,0,3,-3,0,0,0,0,0,0,0,3,-3,0,1,-1,0,0,0,0,0,0,0,0,0,9,8,1,0,1,-1,0,0,0,0,0,0,0,1,-1
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,CUGINO'S,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,KNORR,6020,6289,-269,2991,3117,-126,92,188,185,3,0,0,0,0,0,0,0,0,0,5832,6103,-272,188,185,3,0,0,0,0,0,0,188,185,3,95,87,8,0,0,0,0,0,0,0,0,0,2896,3030,-134,95,87,8,0,0,0,0,0,0,95,87,8
